"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 13.38.44;105,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 13.38.45;106,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.46;107,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.47;108,000;95;41;0,31;14,98;0,16;0,28
01.12.2021 13.38.48;109,000;96;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.49;110,000;96;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.50;111,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.51;112,000;96;40;0,30;14,98;0,16;0,28
01.12.2021 13.38.52;113,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.53;114,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.54;115,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.55;116,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.56;117,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.57;118,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 13.38.58;119,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.38.59;120,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.00;121,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.01;122,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.02;123,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 13.39.03;124,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.04;125,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.05;126,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.06;127,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 13.39.07;128,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.08;129,000;94;40;0,30;14,98;0,16;0,28
01.12.2021 13.39.09;130,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.39.10;131,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.39.11;132,000;94;39;0,30;14,98;0,16;0,28
01.12.2021 13.39.12;133,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.39.13;134,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 13.39.14;135,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.15;136,000;95;41;0,31;12,84;0,13;0,24
01.12.2021 13.39.16;137,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.17;138,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.18;139,000;94;39;0,30;12,84;0,13;0,24
01.12.2021 13.39.19;140,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.20;141,000;94;39;0,30;12,84;0,13;0,24
01.12.2021 13.39.21;142,000;94;39;0,30;12,84;0,13;0,24
01.12.2021 13.39.22;143,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.23;144,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.24;145,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.25;146,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.26;147,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.27;148,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 13.39.28;149,000;94;39;0,30;12,84;0,13;0,24
01.12.2021 13.39.29;150,000;0;0;0,00;130,54;1,36;2,41
01.12.2021 13.39.30;151,000;4;8;0,03;573,51;5,96;10,61
01.12.2021 13.39.31;152,000;5;8;0,03;588,49;6,12;10,89
01.12.2021 13.39.32;153,000;0;3;0,01;284,61;2,96;5,27
01.12.2021 13.39.33;154,000;0;0;0,00;10,70;0,11;0,20
01.12.2021 13.39.34;155,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.35;156,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.36;157,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.37;158,000;68;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.38;159,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.39;160,000;68;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.40;161,000;68;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.41;162,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.42;163,000;68;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.43;164,000;68;29;0,22;10,70;0,11;0,20
01.12.2021 13.39.44;165,000;67;28;0,21;10,70;0,11;0,20
01.12.2021 13.39.45;166,000;68;29;0,22;10,70;0,11;0,20
01.12.2021 13.39.46;167,000;68;28;0,21;10,70;0,11;0,20
01.12.2021 13.39.47;168,000;67;28;0,21;10,70;0,11;0,20
01.12.2021 13.39.48;169,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.49;170,000;67;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.50;171,000;67;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.51;172,000;68;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.52;173,000;68;29;0,22;12,84;0,13;0,24
01.12.2021 13.39.53;174,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.54;175,000;68;29;0,22;14,98;0,16;0,28
01.12.2021 13.39.55;176,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.56;177,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.57;178,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.58;179,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.39.59;180,000;68;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.00;181,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.01;182,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.02;183,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.03;184,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.04;185,000;67;28;0,21;10,70;0,11;0,20
01.12.2021 13.40.05;186,000;67;28;0,21;10,70;0,11;0,20
01.12.2021 13.40.06;187,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.07;188,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.08;189,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.09;190,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.10;191,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.11;192,000;67;29;0,22;12,84;0,13;0,24
01.12.2021 13.40.12;193,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.13;194,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.14;195,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.15;196,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.16;197,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.17;198,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.18;199,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.19;200,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.20;201,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.21;202,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.22;203,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.23;204,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.24;205,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.25;206,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.26;207,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.27;208,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.28;209,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.29;210,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.30;211,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.31;212,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.32;213,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.33;214,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.34;215,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.35;216,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.36;217,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.37;218,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.38;219,000;67;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.39;220,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 13.40.40;221,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.41;222,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.42;223,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.43;224,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.44;225,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.45;226,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.46;227,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 13.40.47;228,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.48;229,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.49;230,000;66;28;0,21;12,84;0,13;0,24
01.12.2021 13.40.50;231,000;66;28;0,21;12,84;0,13;0,24
