"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 14.36.01;58,000;0;1;0,00;288,89;3,00;5,34
01.12.2021 14.36.02;59,000;0;1;0,00;265,35;2,76;4,91
01.12.2021 14.36.03;60,000;0;1;0,00;271,77;2,83;5,03
01.12.2021 14.36.04;61,000;0;1;0,00;286,75;2,98;5,30
01.12.2021 14.36.05;62,000;0;0;0,00;246,10;2,56;4,55
01.12.2021 14.36.06;63,000;0;0;0,00;267,49;2,78;4,95
01.12.2021 14.36.07;64,000;0;0;0,00;261,08;2,72;4,83
01.12.2021 14.36.08;65,000;0;1;0,00;258,94;2,69;4,79
01.12.2021 14.36.09;66,000;0;0;0,00;256,80;2,67;4,75
01.12.2021 14.36.10;67,000;0;0;0,00;254,66;2,65;4,71
01.12.2021 14.36.11;68,000;0;0;0,00;57,78;0,60;1,07
01.12.2021 14.36.12;69,000;0;0;0,00;222,56;2,31;4,12
01.12.2021 14.36.13;70,000;0;0;0,00;218,28;2,27;4,04
01.12.2021 14.36.14;71,000;0;0;0,00;218,28;2,27;4,04
01.12.2021 14.36.15;72,000;0;1;0,00;211,86;2,20;3,92
01.12.2021 14.36.16;73,000;0;0;0,00;19,26;0,20;0,36
01.12.2021 14.36.17;74,000;0;0;0,00;17,12;0,18;0,32
01.12.2021 14.36.18;75,000;41;16;0,13;10,70;0,11;0,20
01.12.2021 14.36.19;76,000;44;18;0,14;12,84;0,13;0,24
01.12.2021 14.36.20;77,000;43;17;0,13;12,84;0,13;0,24
01.12.2021 14.36.21;78,000;44;19;0,14;10,70;0,11;0,20
01.12.2021 14.36.22;79,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.23;80,000;44;19;0,14;8,56;0,09;0,16
01.12.2021 14.36.24;81,000;45;19;0,14;8,56;0,09;0,16
01.12.2021 14.36.25;82,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.26;83,000;43;17;0,13;8,56;0,09;0,16
01.12.2021 14.36.27;84,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.28;85,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.29;86,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.30;87,000;44;19;0,14;8,56;0,09;0,16
01.12.2021 14.36.31;88,000;44;19;0,14;8,56;0,09;0,16
01.12.2021 14.36.32;89,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.33;90,000;43;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.34;91,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.35;92,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.36;93,000;43;17;0,13;10,70;0,11;0,20
01.12.2021 14.36.37;94,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.38;95,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.39;96,000;43;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.40;97,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.41;98,000;44;19;0,14;10,70;0,11;0,20
01.12.2021 14.36.42;99,000;44;18;0,14;10,70;0,11;0,20
01.12.2021 14.36.43;100,000;43;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.44;101,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.45;102,000;44;18;0,14;8,56;0,09;0,16
01.12.2021 14.36.46;103,000;43;18;0,14;8,56;0,09;0,16
