"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 14.00.16;81,000;93;40;0,30;12,84;0,13;0,24
01.12.2021 14.00.17;82,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.18;83,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.19;84,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.20;85,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.21;86,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.22;87,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.23;88,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.24;89,000;93;40;0,30;14,98;0,16;0,28
01.12.2021 14.00.25;90,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.26;91,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.27;92,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.28;93,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.29;94,000;93;40;0,30;12,84;0,13;0,24
01.12.2021 14.00.30;95,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.31;96,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.32;97,000;93;39;0,30;10,70;0,11;0,20
01.12.2021 14.00.33;98,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.34;99,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.35;100,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.36;101,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.37;102,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.38;103,000;93;39;0,30;12,84;0,13;0,24
01.12.2021 14.00.39;104,000;93;40;0,30;12,84;0,13;0,24
01.12.2021 14.00.40;105,000;93;40;0,30;12,84;0,13;0,24
01.12.2021 14.00.41;106,000;92;39;0,29;14,98;0,16;0,28
01.12.2021 14.00.42;107,000;93;40;0,30;14,98;0,16;0,28
01.12.2021 14.00.43;108,000;92;39;0,29;14,98;0,16;0,28
01.12.2021 14.00.44;109,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.45;110,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.46;111,000;92;39;0,29;14,98;0,16;0,28
01.12.2021 14.00.47;112,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.48;113,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.49;114,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.50;115,000;92;39;0,29;14,98;0,16;0,28
01.12.2021 14.00.51;116,000;92;39;0,29;14,98;0,16;0,28
01.12.2021 14.00.52;117,000;93;39;0,30;14,98;0,16;0,28
01.12.2021 14.00.53;118,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.54;119,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.55;120,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.56;121,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.57;122,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.58;123,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.00.59;124,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.00;125,000;92;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.01;126,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.02;127,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.03;128,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.04;129,000;92;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.05;130,000;92;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.06;131,000;92;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.07;132,000;92;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.08;133,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.09;134,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.10;135,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.11;136,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.12;137,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.13;138,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.14;139,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.15;140,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.16;141,000;91;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.17;142,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.18;143,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.19;144,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.20;145,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.21;146,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.22;147,000;92;39;0,29;12,84;0,13;0,24
01.12.2021 14.01.23;148,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.24;149,000;91;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.25;150,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.26;151,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.27;152,000;91;39;0,29;10,70;0,11;0,20
01.12.2021 14.01.28;153,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.29;154,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.30;155,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.31;156,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.32;157,000;91;39;0,29;10,70;0,11;0,20
01.12.2021 14.01.33;158,000;91;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.34;159,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.35;160,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.36;161,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.37;162,000;91;39;0,29;10,70;0,11;0,20
01.12.2021 14.01.38;163,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.39;164,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.40;165,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.41;166,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.42;167,000;90;39;0,29;10,70;0,11;0,20
01.12.2021 14.01.43;168,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.44;169,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.45;170,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.46;171,000;90;39;0,29;10,70;0,11;0,20
01.12.2021 14.01.47;172,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.48;173,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.49;174,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.50;175,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.51;176,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.52;177,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.53;178,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.54;179,000;90;38;0,29;10,70;0,11;0,20
01.12.2021 14.01.55;180,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.56;181,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.57;182,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.58;183,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.01.59;184,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.00;185,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.01;186,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.02;187,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.03;188,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.04;189,000;90;37;0,28;12,84;0,13;0,24
01.12.2021 14.02.05;190,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.06;191,000;90;37;0,28;12,84;0,13;0,24
01.12.2021 14.02.07;192,000;89;37;0,28;12,84;0,13;0,24
01.12.2021 14.02.08;193,000;90;37;0,28;12,84;0,13;0,24
01.12.2021 14.02.09;194,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.10;195,000;90;38;0,29;12,84;0,13;0,24
01.12.2021 14.02.11;196,000;89;38;0,28;12,84;0,13;0,24
01.12.2021 14.02.12;197,000;89;38;0,28;12,84;0,13;0,24
01.12.2021 14.02.13;198,000;0;0;0,00;265,35;2,76;4,91
01.12.2021 14.02.14;199,000;0;1;0,00;269,63;2,80;4,99
01.12.2021 14.02.15;200,000;0;0;0,00;256,80;2,67;4,75
01.12.2021 14.02.16;201,000;0;0;0,00;199,02;2,07;3,68
01.12.2021 14.02.17;202,000;0;0;0,00;222,56;2,31;4,12
01.12.2021 14.02.18;203,000;0;0;0,00;130,54;1,36;2,41
01.12.2021 14.02.19;204,000;0;0;0,00;265,35;2,76;4,91
01.12.2021 14.02.20;205,000;0;0;0,00;254,66;2,65;4,71
01.12.2021 14.02.21;206,000;0;1;0,00;261,08;2,72;4,83
01.12.2021 14.02.22;207,000;0;0;0,00;203,30;2,11;3,76
01.12.2021 14.02.23;208,000;0;0;0,00;186,18;1,94;3,44
01.12.2021 14.02.24;209,000;0;0;0,00;184,04;1,91;3,40
01.12.2021 14.02.25;210,000;0;0;0,00;203,30;2,11;3,76
01.12.2021 14.02.26;211,000;0;0;0,00;250,38;2,60;4,63
01.12.2021 14.02.27;212,000;0;0;0,00;263,21;2,74;4,87
01.12.2021 14.02.28;213,000;0;1;0,00;263,21;2,74;4,87
01.12.2021 14.02.29;214,000;0;0;0,00;231,12;2,40;4,28
01.12.2021 14.02.30;215,000;0;0;0,00;241,82;2,51;4,47
01.12.2021 14.02.31;216,000;0;0;0,00;246,10;2,56;4,55
01.12.2021 14.02.32;217,000;0;0;0,00;231,12;2,40;4,28
01.12.2021 14.02.33;218,000;0;0;0,00;258,94;2,69;4,79
01.12.2021 14.02.34;219,000;0;1;0,00;265,35;2,76;4,91
01.12.2021 14.02.35;220,000;0;0;0,00;265,35;2,76;4,91
01.12.2021 14.02.36;221,000;0;1;0,00;265,35;2,76;4,91
01.12.2021 14.02.37;222,000;0;0;0,00;265,35;2,76;4,91
01.12.2021 14.02.38;223,000;0;0;0,00;265,35;2,76;4,91
01.12.2021 14.02.39;224,000;0;1;0,00;265,35;2,76;4,91
01.12.2021 14.02.40;225,000;0;2;0,01;286,75;2,98;5,30
01.12.2021 14.02.41;226,000;3;6;0,02;496,47;5,16;9,18
01.12.2021 14.02.42;227,000;3;7;0,02;496,47;5,16;9,18
01.12.2021 14.02.43;228,000;2;4;0,01;413,01;4,30;7,64
01.12.2021 14.02.44;229,000;0;1;0,00;256,80;2,67;4,75
01.12.2021 14.02.45;230,000;0;0;0,00;23,54;0,24;0,44
01.12.2021 14.02.46;231,000;0;0;0,00;19,26;0,20;0,36
01.12.2021 14.02.47;232,000;0;0;0,00;19,26;0,20;0,36
01.12.2021 14.02.48;233,000;60;24;0,19;12,84;0,13;0,24
01.12.2021 14.02.49;234,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.50;235,000;60;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.51;236,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.02.52;237,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.53;238,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.54;239,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.55;240,000;61;26;0,19;10,70;0,11;0,20
01.12.2021 14.02.56;241,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.57;242,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.02.58;243,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.02.59;244,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.00;245,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.01;246,000;61;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.02;247,000;61;26;0,19;10,70;0,11;0,20
01.12.2021 14.03.03;248,000;61;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.04;249,000;61;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.05;250,000;60;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.06;251,000;61;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.07;252,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.08;253,000;60;25;0,19;12,84;0,13;0,24
01.12.2021 14.03.09;254,000;61;25;0,19;12,84;0,13;0,24
01.12.2021 14.03.10;255,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.11;256,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.12;257,000;61;26;0,19;12,84;0,13;0,24
01.12.2021 14.03.13;258,000;61;25;0,19;10,70;0,11;0,20
01.12.2021 14.03.14;259,000;60;24;0,19;10,70;0,11;0,20
