"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 14.22.51;36,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 14.22.52;37,000;94;40;0,30;14,98;0,16;0,28
01.12.2021 14.22.53;38,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 14.22.54;39,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 14.22.55;40,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 14.22.56;41,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 14.22.57;42,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.22.58;43,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.22.59;44,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.00;45,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.01;46,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.02;47,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.03;48,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.04;49,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.05;50,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.06;51,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.07;52,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.08;53,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.09;54,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.10;55,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.11;56,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.12;57,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.13;58,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.14;59,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.15;60,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.16;61,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.17;62,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.18;63,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.19;64,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.20;65,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.21;66,000;95;40;0,30;14,98;0,16;0,28
01.12.2021 14.23.22;67,000;96;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.23;68,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.24;69,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.23.25;70,000;96;41;0,31;12,84;0,13;0,24
01.12.2021 14.23.26;71,000;0;2;0,01;295,31;3,07;5,46
01.12.2021 14.23.27;72,000;0;3;0,01;331,69;3,45;6,14
01.12.2021 14.23.28;73,000;1;4;0,01;400,17;4,16;7,40
01.12.2021 14.23.29;74,000;1;4;0,01;395,89;4,12;7,32
01.12.2021 14.23.30;75,000;0;1;0,00;267,49;2,78;4,95
01.12.2021 14.23.31;76,000;1;4;0,01;361,65;3,76;6,69
01.12.2021 14.23.32;77,000;1;4;0,01;419,43;4,36;7,76
01.12.2021 14.23.33;78,000;2;5;0,02;432,27;4,50;8,00
01.12.2021 14.23.34;79,000;0;1;0,00;261,08;2,72;4,83
01.12.2021 14.23.35;80,000;0;0;0,00;250,38;2,60;4,63
01.12.2021 14.23.36;81,000;0;0;0,00;248,24;2,58;4,59
01.12.2021 14.23.37;82,000;0;0;0,00;231,12;2,40;4,28
01.12.2021 14.23.38;83,000;0;2;0,01;314,57;3,27;5,82
01.12.2021 14.23.39;84,000;0;2;0,01;299,59;3,12;5,54
01.12.2021 14.23.40;85,000;0;1;0,00;239,68;2,49;4,43
01.12.2021 14.23.41;86,000;0;0;0,00;207,58;2,16;3,84
01.12.2021 14.23.42;87,000;0;0;0,00;74,90;0,78;1,39
01.12.2021 14.23.43;88,000;0;0;0,00;29,96;0,31;0,55
01.12.2021 14.23.44;89,000;0;0;0,00;17,12;0,18;0,32
01.12.2021 14.23.45;90,000;55;22;0,17;12,84;0,13;0,24
01.12.2021 14.23.46;91,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.23.47;92,000;58;24;0,18;12,84;0,13;0,24
01.12.2021 14.23.48;93,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.23.49;94,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.23.50;95,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.23.51;96,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.23.52;97,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.23.53;98,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.23.54;99,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.23.55;100,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.23.56;101,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.23.57;102,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.23.58;103,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.23.59;104,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.24.00;105,000;57;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.01;106,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.24.02;107,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.24.03;108,000;57;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.04;109,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.05;110,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.06;111,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.07;112,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.08;113,000;58;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.09;114,000;57;24;0,18;10,70;0,11;0,20
01.12.2021 14.24.10;115,000;58;24;0,18;12,84;0,13;0,24
01.12.2021 14.24.11;116,000;58;24;0,18;12,84;0,13;0,24
01.12.2021 14.24.12;117,000;59;26;0,19;12,84;0,13;0,24
01.12.2021 14.24.13;118,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.14;119,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.15;120,000;57;24;0,18;12,84;0,13;0,24
01.12.2021 14.24.16;121,000;58;24;0,18;12,84;0,13;0,24
01.12.2021 14.24.17;122,000;58;24;0,18;12,84;0,13;0,24
01.12.2021 14.24.18;123,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.19;124,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.20;125,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.21;126,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.22;127,000;58;25;0,19;12,84;0,13;0,24
01.12.2021 14.24.23;128,000;58;25;0,19;10,70;0,11;0,20
01.12.2021 14.24.24;129,000;57;24;0,18;10,70;0,11;0,20
