"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 14.13.35;32,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.36;33,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.37;34,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.38;35,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.39;36,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.40;37,000;94;39;0,30;12,84;0,13;0,24
01.12.2021 14.13.41;38,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.42;39,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.43;40,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.44;41,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.45;42,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.46;43,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.47;44,000;94;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.48;45,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.49;46,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.50;47,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.51;48,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.52;49,000;95;40;0,30;12,84;0,13;0,24
01.12.2021 14.13.53;50,000;0;0;0,00;228,98;2,38;4,24
01.12.2021 14.13.54;51,000;0;0;0,00;239,68;2,49;4,43
01.12.2021 14.13.55;52,000;0;0;0,00;231,12;2,40;4,28
01.12.2021 14.13.56;53,000;0;0;0,00;243,96;2,54;4,51
01.12.2021 14.13.57;54,000;0;1;0,00;291,03;3,03;5,38
01.12.2021 14.13.58;55,000;0;1;0,00;282,47;2,94;5,23
01.12.2021 14.13.59;56,000;0;1;0,00;288,89;3,00;5,34
01.12.2021 14.14.00;57,000;0;1;0,00;291,03;3,03;5,38
01.12.2021 14.14.01;58,000;0;2;0,01;297,45;3,09;5,50
01.12.2021 14.14.02;59,000;0;1;0,00;286,75;2,98;5,30
01.12.2021 14.14.03;60,000;0;0;0,00;235,40;2,45;4,35
01.12.2021 14.14.04;61,000;0;0;0,00;44,94;0,47;0,83
01.12.2021 14.14.05;62,000;0;0;0,00;21,40;0,22;0,40
01.12.2021 14.14.06;63,000;0;0;0,00;19,26;0,20;0,36
01.12.2021 14.14.07;64,000;0;0;0,00;19,26;0,20;0,36
01.12.2021 14.14.08;65,000;63;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.09;66,000;62;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.10;67,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.11;68,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.12;69,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.13;70,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.14;71,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.15;72,000;63;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.16;73,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.17;74,000;62;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.18;75,000;63;27;0,20;10,70;0,11;0,20
01.12.2021 14.14.19;76,000;63;26;0,20;10,70;0,11;0,20
01.12.2021 14.14.20;77,000;62;26;0,20;10,70;0,11;0,20
01.12.2021 14.14.21;78,000;62;26;0,20;10,70;0,11;0,20
01.12.2021 14.14.22;79,000;63;27;0,20;10,70;0,11;0,20
01.12.2021 14.14.23;80,000;63;27;0,20;10,70;0,11;0,20
01.12.2021 14.14.24;81,000;62;26;0,20;10,70;0,11;0,20
01.12.2021 14.14.25;82,000;63;27;0,20;10,70;0,11;0,20
01.12.2021 14.14.26;83,000;62;26;0,20;10,70;0,11;0,20
01.12.2021 14.14.27;84,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.28;85,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.29;86,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.30;87,000;62;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.31;88,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.32;89,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.33;90,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.34;91,000;62;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.35;92,000;63;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.36;93,000;62;27;0,20;12,84;0,13;0,24
01.12.2021 14.14.37;94,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.38;95,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.39;96,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.40;97,000;62;26;0,20;12,84;0,13;0,24
01.12.2021 14.14.41;98,000;62;26;0,20;12,84;0,13;0,24
