"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
06.12.2021 15.26.09;49,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.10;50,000;95;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.11;51,000;96;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.12;52,000;96;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.13;53,000;96;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.14;54,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.15;55,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.16;56,000;96;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.17;57,000;96;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.18;58,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.19;59,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.20;60,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.21;61,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.22;62,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.23;63,000;95;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.24;64,000;95;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.25;65,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.26;66,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.27;67,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.28;68,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.29;69,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.30;70,000;96;40;0,30;10,70;0,11;0,20
06.12.2021 15.26.31;71,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.32;72,000;96;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.33;73,000;96;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.34;74,000;96;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.35;75,000;96;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.36;76,000;96;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.37;77,000;95;40;0,30;14,98;0,16;0,28
06.12.2021 15.26.38;78,000;96;41;0,31;14,98;0,16;0,28
06.12.2021 15.26.39;79,000;95;41;0,31;12,84;0,13;0,24
06.12.2021 15.26.40;80,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.41;81,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.42;82,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.43;83,000;95;40;0,30;10,70;0,11;0,20
06.12.2021 15.26.44;84,000;95;40;0,30;10,70;0,11;0,20
06.12.2021 15.26.45;85,000;94;39;0,30;10,70;0,11;0,20
06.12.2021 15.26.46;86,000;95;40;0,30;10,70;0,11;0,20
06.12.2021 15.26.47;87,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.48;88,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.49;89,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.50;90,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.51;91,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.52;92,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.53;93,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.54;94,000;95;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.55;95,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.56;96,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.57;97,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.26.58;98,000;94;39;0,30;12,84;0,13;0,24
06.12.2021 15.26.59;99,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.27.00;100,000;94;40;0,30;10,70;0,11;0,20
06.12.2021 15.27.01;101,000;94;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.02;102,000;94;40;0,30;10,70;0,11;0,20
06.12.2021 15.27.03;103,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.27.04;104,000;94;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.05;105,000;94;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.06;106,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.27.07;107,000;94;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.08;108,000;94;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.09;109,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.27.10;110,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.11;111,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.12;112,000;94;40;0,30;12,84;0,13;0,24
06.12.2021 15.27.13;113,000;93;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.14;114,000;94;40;0,30;10,70;0,11;0,20
06.12.2021 15.27.15;115,000;93;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.16;116,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.17;117,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.18;118,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.19;119,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.20;120,000;93;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.21;121,000;92;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.22;122,000;93;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.23;123,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.24;124,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.25;125,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.26;126,000;93;39;0,30;12,84;0,13;0,24
06.12.2021 15.27.27;127,000;93;39;0,30;10,70;0,11;0,20
06.12.2021 15.27.28;128,000;92;39;0,29;10,70;0,11;0,20
06.12.2021 15.27.29;129,000;92;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.30;130,000;92;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.31;131,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.32;132,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.33;133,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.34;134,000;92;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.35;135,000;92;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.36;136,000;91;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.37;137,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.38;138,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.39;139,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.40;140,000;92;39;0,29;12,84;0,13;0,24
06.12.2021 15.27.41;141,000;92;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.42;142,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.43;143,000;91;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.44;144,000;91;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.45;145,000;91;38;0,29;10,70;0,11;0,20
06.12.2021 15.27.46;146,000;90;37;0,28;10,70;0,11;0,20
06.12.2021 15.27.47;147,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.48;148,000;91;38;0,29;12,84;0,13;0,24
06.12.2021 15.27.49;149,000;0;0;0,00;94,16;0,98;1,74
06.12.2021 15.27.50;150,000;4;8;0,03;558,53;5,81;10,33
06.12.2021 15.27.51;151,000;2;5;0,02;374,49;3,89;6,93
06.12.2021 15.27.52;152,000;0;0;0,00;258,94;2,69;4,79
06.12.2021 15.27.53;153,000;0;3;0,01;365,93;3,81;6,77
06.12.2021 15.27.54;154,000;1;4;0,01;376,63;3,92;6,97
06.12.2021 15.27.55;155,000;4;7;0,03;427,99;4,45;7,92
06.12.2021 15.27.56;156,000;0;1;0,00;265,35;2,76;4,91
06.12.2021 15.27.57;157,000;0;0;0,00;273,91;2,85;5,07
06.12.2021 15.27.58;158,000;0;1;0,00;267,49;2,78;4,95
06.12.2021 15.27.59;159,000;0;0;0,00;145,52;1,51;2,69
06.12.2021 15.28.00;160,000;63;25;0,20;12,84;0,13;0,24
06.12.2021 15.28.01;161,000;65;28;0,21;12,84;0,13;0,24
06.12.2021 15.28.02;162,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.03;163,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.04;164,000;64;27;0,20;12,84;0,13;0,24
06.12.2021 15.28.05;165,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.06;166,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.07;167,000;65;28;0,21;12,84;0,13;0,24
06.12.2021 15.28.08;168,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.09;169,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.10;170,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.11;171,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.12;172,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.13;173,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.14;174,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.15;175,000;64;27;0,20;10,70;0,11;0,20
06.12.2021 15.28.16;176,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.17;177,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.18;178,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.19;179,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.20;180,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.21;181,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.22;182,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.23;183,000;64;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.24;184,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.25;185,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.26;186,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.27;187,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.28;188,000;63;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.29;189,000;63;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.30;190,000;64;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.31;191,000;63;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.32;192,000;63;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.33;193,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.34;194,000;63;25;0,20;12,84;0,13;0,24
06.12.2021 15.28.35;195,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.36;196,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.37;197,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.38;198,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.39;199,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.40;200,000;63;25;0,20;10,70;0,11;0,20
06.12.2021 15.28.41;201,000;63;26;0,20;10,70;0,11;0,20
06.12.2021 15.28.42;202,000;63;25;0,20;10,70;0,11;0,20
06.12.2021 15.28.43;203,000;63;26;0,20;12,84;0,13;0,24
06.12.2021 15.28.44;204,000;63;25;0,20;12,84;0,13;0,24
06.12.2021 15.28.45;205,000;63;25;0,20;12,84;0,13;0,24
