"Dato og tid Kjøring # 1";"Tid (s) Kjøring # 1";"UVA (350-375 nm) Kjøring # 1";"UVB (320-340 nm Kjøring # 1";"UV Indeks Kjøring # 1";"Illuminans (lux) Kjøring # 1";"Solar irradians (W/m²) Kjøring # 1";"Solar PAR (μmol/m²/s) Kjøring # 1"
01.12.2021 14.49.52;61,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.53;62,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.54;63,000;67;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.55;64,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.56;65,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.57;66,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.58;67,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.49.59;68,000;66;26;0,21;12,84;0,13;0,24
01.12.2021 14.50.00;69,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.01;70,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.02;71,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.03;72,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.04;73,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.05;74,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.06;75,000;66;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.07;76,000;65;27;0,21;10,70;0,11;0,20
01.12.2021 14.50.08;77,000;66;27;0,21;10,70;0,11;0,20
01.12.2021 14.50.09;78,000;65;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.10;79,000;65;27;0,21;10,70;0,11;0,20
01.12.2021 14.50.11;80,000;65;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.12;81,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.13;82,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.14;83,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.15;84,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.16;85,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.17;86,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.18;87,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.19;88,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.20;89,000;65;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.21;90,000;65;27;0,21;12,84;0,13;0,24
01.12.2021 14.50.22;91,000;65;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.23;92,000;64;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.24;93,000;64;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.25;94,000;64;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.26;95,000;64;27;0,20;10,70;0,11;0,20
01.12.2021 14.50.27;96,000;65;27;0,21;10,70;0,11;0,20
01.12.2021 14.50.28;97,000;64;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.29;98,000;64;26;0,20;10,70;0,11;0,20
01.12.2021 14.50.30;99,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.31;100,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.32;101,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.33;102,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.34;103,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.35;104,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.36;105,000;64;26;0,20;12,84;0,13;0,24
01.12.2021 14.50.37;106,000;64;25;0,20;12,84;0,13;0,24
01.12.2021 14.50.38;107,000;64;26;0,20;12,84;0,13;0,24
